step,loss,mig,sap,hsic,max_corr,quasi_ok
91100,575.3502807617188,0.05085140385484162,0.005263157894736841,0.05582959204912186,0.9871596693992615,False
91200,534.135986328125,0.053232930936345235,0.0012820512820512803,0.049271974712610245,0.983751654624939,False
91300,803.6371459960938,0.048736864076753025,0.0024999999999999966,0.049764759838581085,0.9781972765922546,False
91400,659.4462280273438,0.04250988879889074,0.002702702702702702,0.05288677662611008,0.9885898232460022,False
91500,517.9779052734375,0.07039031665973547,0.011842105263157893,0.05163000896573067,0.9837574362754822,False
91600,550.417724609375,0.03969510960535771,0.0026315789473684236,0.06011698767542839,0.984955906867981,False
91700,488.56878662109375,0.06356463935354148,0.00641025641025641,0.05568329617381096,0.9904627799987793,False
91800,527.1676025390625,0.04637548443554592,0.011250000000000001,0.06184924393892288,0.9759699106216431,False
91900,515.5570068359375,0.05920469290465635,0.0012499999999999983,0.057417675852775574,0.9855324029922485,False
92000,584.0663452148438,0.0762547639325046,0.0037500000000000033,0.05314546078443527,0.9821803569793701,False
92100,527.5968627929688,0.051286620375674344,0.006578947368421056,0.046501755714416504,0.9843095541000366,False
92200,619.4449462890625,0.05725489293776915,0.0026315789473684206,0.056431472301483154,0.9831754565238953,False
92300,602.0755615234375,0.05608152923363959,0.00641025641025641,0.052100006490945816,0.9883880615234375,False
92400,500.4366455078125,0.06865518510389913,0.011842105263157893,0.05173495411872864,0.9803882241249084,False
92500,501.2587890625,0.05301219390537063,0.0025641025641025637,0.05996483564376831,0.9808952212333679,False
92600,632.96142578125,0.040643055774848384,0.005128205128205127,0.057053565979003906,0.9793027639389038,False
92700,645.54443359375,0.06878887754832637,0.00512820512820513,0.051800910383462906,0.9911712408065796,False
92800,549.71142578125,0.068141710701484,0.00675675675675676,0.05343588814139366,0.9818123579025269,False
92900,594.7761840820312,0.04661768844627938,0.01,0.06563945859670639,0.9873536825180054,False
93000,542.2724609375,0.04598039672445045,0.003947368421052629,0.053107064217329025,0.9834609031677246,False
93100,483.95416259765625,0.07482150981826,0.006578947368421052,0.06362584978342056,0.9865145683288574,False
93200,537.2623291015625,0.04843641443753623,0.009210526315789473,0.05706984922289848,0.9813858866691589,False
93300,511.5086364746094,0.06493483754898356,0.005128205128205127,0.05323290824890137,0.9836053848266602,False
93400,733.4266357421875,0.05154648949890433,0.0028571428571428597,0.05787895992398262,0.9884452223777771,False
93500,665.86474609375,0.05128957442940378,0.004999999999999999,0.047717075794935226,0.9755390286445618,False
93600,526.47314453125,0.051003148220254285,0.003947368421052629,0.05667134374380112,0.9888833165168762,False
93700,512.181884765625,0.04769367283283626,0.0012500000000000011,0.05866949260234833,0.9786141514778137,False
93800,506.59246826171875,0.05729574699780104,0.006756756756756762,0.05540431663393974,0.9864497780799866,False
93900,568.009765625,0.06413910265269267,0.0064102564102564135,0.050527576357126236,0.9743186235427856,False
94000,538.134765625,0.06111013717372838,0.005128205128205127,0.05690370500087738,0.981279730796814,False
94100,546.4238891601562,0.04539534041125663,0.0013157894736842118,0.05277829244732857,0.9832648038864136,False
94200,512.21337890625,0.07665207137455787,0.008974358974358977,0.047295719385147095,0.9819377064704895,False
94300,485.3433532714844,0.05948142106842882,0.0026315789473684206,0.05084940046072006,0.9556456208229065,False
94400,579.0328369140625,0.09346752578832926,0.005128205128205127,0.06271487474441528,0.9821308255195618,False
94500,539.185791015625,0.04217518574874192,0.01578947368421053,0.06586410850286484,0.9859374165534973,False
94600,638.9073486328125,0.07759114474657478,0.0026315789473684206,0.052041854709386826,0.978249728679657,False
94700,519.25830078125,0.049463458386512206,0.003947368421052635,0.05791003257036209,0.9852791428565979,False
94800,461.16436767578125,0.05484477930701672,0.007692307692307691,0.05580572411417961,0.9811254143714905,False
94900,615.4847412109375,0.055444625691265695,0.0012820512820512831,0.050770580768585205,0.9843449592590332,False
95000,622.3968505859375,0.08311326213252448,0.014473684210526317,0.04428012669086456,0.988854169845581,False
95100,580.544921875,0.05751607553997461,0.003846153846153847,0.05302214249968529,0.9891043901443481,False
95200,537.0673828125,0.04750299446286023,0.0025641025641025663,0.05343187600374222,0.9876825213432312,False
95300,552.9295654296875,0.057574618359405215,0.0064102564102564135,0.05274198204278946,0.9910600185394287,False
95400,631.3803100585938,0.06204131780296709,0.011538461538461537,0.05089329183101654,0.9846307039260864,False
95500,635.8017578125,0.04720740486730724,0.00138888888888889,0.05585659667849541,0.9836652278900146,False
95600,638.6613159179688,0.06448424241031007,0.00138888888888889,0.058508243411779404,0.9856187105178833,False
95700,801.3599243164062,0.08562312505231065,0.008749999999999999,0.04850853234529495,0.9977109432220459,False
95800,533.3538208007812,0.05226073895060042,0.003846153846153847,0.0517503097653389,0.9854803085327148,False
95900,499.08251953125,0.06499190741253241,0.0038461538461538494,0.049577534198760986,0.9892211556434631,False
96000,569.912353515625,0.054349046623950854,0.005405405405405404,0.05332155525684357,0.9882019758224487,False
96100,562.6768188476562,0.06588363875423768,0.005000000000000002,0.04970080778002739,0.9862684607505798,False
96200,648.18212890625,0.08211396252265044,0.004999999999999999,0.05247717723250389,0.9848340749740601,False
96300,580.7088623046875,0.03873012252978223,0.003947368421052635,0.06474889814853668,0.9874711036682129,False
96400,456.5150146484375,0.052619040011183574,0.003846153846153847,0.0581243522465229,0.9861096739768982,False
96500,557.74267578125,0.06475664712381798,0.002702702702702705,0.04697854071855545,0.980779230594635,False
96600,515.6114501953125,0.05148123752154239,0.016666666666666673,0.05995645001530647,0.9909576773643494,False
96700,513.2208251953125,0.05844743851826192,0.005128205128205127,0.05599839985370636,0.9911247491836548,False
96800,612.6405639648438,0.0726952050967886,0.0012820512820512803,0.051372360438108444,0.9924601912498474,False
96900,511.19708251953125,0.05322863839495764,0.0038461538461538438,0.061826132237911224,0.9882453083992004,False
97000,579.2683715820312,0.05498369427041339,0.0025641025641025663,0.058837007731199265,0.982560396194458,False
97100,549.9852905273438,0.08899786552142577,0.007500000000000007,0.05169348418712616,0.9897170662879944,False
97200,498.28521728515625,0.05123264260476054,0.002702702702702705,0.06225892901420593,0.9697691798210144,False
97300,595.9358520507812,0.04782587383444331,0.004054054054054054,0.04943866282701492,0.9874669909477234,False
97400,482.37860107421875,0.04769119964021864,0.0041666666666666675,0.04973538592457771,0.9893754720687866,False
97500,642.894287109375,0.05333077601750902,0.0026315789473684236,0.04795463755726814,0.9854898452758789,False
97600,633.3839721679688,0.04252249963304029,0.003846153846153847,0.06010155379772186,0.9670637845993042,False
97700,507.78497314453125,0.06095045360521095,0.006578947368421052,0.06021745502948761,0.9830054044723511,False
97800,676.244140625,0.05572759489979001,0.002702702702702702,0.06310810893774033,0.988788902759552,False
97900,525.4534301757812,0.0625021999915839,0.00625,0.04938304051756859,0.9900113940238953,False
98000,526.5399169921875,0.0707934315202356,0.006410256410256405,0.05518424138426781,0.9876163601875305,False
98100,493.2029724121094,0.0720159191735932,0.0025641025641025637,0.057491566985845566,0.9912588596343994,False
98200,516.8314208984375,0.06084879661534625,0.00512820512820513,0.05575944855809212,0.9795128107070923,False
98300,642.221435546875,0.049706718226492023,0.0038461538461538494,0.04784226790070534,0.9884376525878906,False
98400,640.456298828125,0.06700341741511309,0.0012820512820512831,0.05579465627670288,0.9895281791687012,False
98500,779.505126953125,0.055842834838692214,0.0025641025641025663,0.05843787640333176,0.9699559211730957,False
98600,482.80096435546875,0.05122595235060201,0.008974358974358979,0.057656992226839066,0.9815709590911865,False
98700,553.842041015625,0.04578949532707273,0.0013157894736842088,0.051609158515930176,0.9904396533966064,False
98800,610.338623046875,0.07382273366894751,0.0026315789473684236,0.057412032037973404,0.9808160662651062,False
98900,566.9854736328125,0.05249784354524223,0.003846153846153847,0.048899151384830475,0.9880788326263428,False
99000,507.6502990722656,0.07190397763652363,0.0026315789473684236,0.05251695588231087,0.980255126953125,False
99100,544.3488159179688,0.06690124768105282,0.006410256410256407,0.0631544217467308,0.977785587310791,False
99200,632.14013671875,0.059892212387705084,0.003846153846153847,0.07376156747341156,0.9866297245025635,False
99300,486.9185791015625,0.06053706506194455,0.0013157894736842088,0.05273057892918587,0.9863256812095642,False
99400,701.4715576171875,0.054521191444888296,0.005405405405405404,0.06109276041388512,0.9808834195137024,False
99500,524.728759765625,0.06042581056820902,0.006249999999999994,0.06979932636022568,0.9736471772193909,False
99600,482.2513427734375,0.07185489420435451,0.009459459459459462,0.06355613470077515,0.9868333339691162,False
99700,477.959228515625,0.04677568040301882,0.006578947368421052,0.06903231889009476,0.9899575114250183,False
99800,705.288330078125,0.0442246748447393,0.00625,0.05404137447476387,0.9870038032531738,False
99900,443.5362854003906,0.05647170242111053,0.005714285714285716,0.07243000715970993,0.9805794358253479,False
100000,526.4560546875,0.05494061633188707,0.003947368421052633,0.05480100214481354,0.98708176612854,False
